dataset_id,ten_tieng_viet,nguon,source_url,loai_du_lieu,tooltip_giai_thich
proxy_vs_nearrealtime_comparison,proxy vs nearrealtime comparison,repo SEA,datasets/gold/current/proxy_vs_nearrealtime_comparison.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features,redistribution features,repo SEA,datasets/gold/current/redistribution_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
thoi_tiet_hien_tai,thoi tiet hien tai,repo SEA,datasets/gold/current/thoi_tiet_hien_tai.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores,ticket pressure scores,repo SEA,datasets/gold/current/ticket_pressure_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc,xep hang canh bao toan quoc,repo SEA,datasets/gold/current/xep_hang_canh_bao_toan_quoc.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
attraction_ticket_catalog,attraction ticket catalog,repo SEA,datasets/gold/current_csv/attraction_ticket_catalog.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
danh_sach_diem_den_mo_rong,danh sach diem den mo rong,repo SEA,datasets/gold/current_csv/danh_sach_diem_den_mo_rong.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
de_xuat_hieu_qua_kinh_te,de xuat hieu qua kinh te,repo SEA,datasets/gold/current_csv/de_xuat_hieu_qua_kinh_te.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
du_bao_thoi_tiet_7_ngay,du bao thoi tiet 7 ngay,repo SEA,datasets/gold/current_csv/du_bao_thoi_tiet_7_ngay.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
economic_action_recommendations,economic action recommendations,repo SEA,datasets/gold/current_csv/economic_action_recommendations.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
flight_price_signal,flight price signal,repo SEA,datasets/gold/current_csv/flight_price_signal.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
forecast_demand_scores,forecast demand scores,repo SEA,datasets/gold/current_csv/forecast_demand_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_price_pressure,hotel price pressure,repo SEA,datasets/gold/current_csv/hotel_price_pressure.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kiem_dinh_proxy,kiem dinh proxy,repo SEA,datasets/gold/current_csv/kiem_dinh_proxy.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_confidence_scores,kpi confidence scores,repo SEA,datasets/gold/current_csv/kpi_confidence_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog,kpi scale catalog,repo SEA,datasets/gold/current_csv/kpi_scale_catalog.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi,local spending poi,repo SEA,datasets/gold/current_csv/local_spending_poi.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts,national destination alerts,repo SEA,datasets/gold/current_csv/national_destination_alerts.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations,news action recommendations,repo SEA,datasets/gold/current_csv/news_action_recommendations.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events,news events,repo SEA,datasets/gold/current_csv/news_events.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals,news risk signals,repo SEA,datasets/gold/current_csv/news_risk_signals.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison,proxy vs nearrealtime comparison,repo SEA,datasets/gold/current_csv/proxy_vs_nearrealtime_comparison.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features,redistribution features,repo SEA,datasets/gold/current_csv/redistribution_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
thoi_tiet_hien_tai,thoi tiet hien tai,repo SEA,datasets/gold/current_csv/thoi_tiet_hien_tai.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores,ticket pressure scores,repo SEA,datasets/gold/current_csv/ticket_pressure_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc,xep hang canh bao toan quoc,repo SEA,datasets/gold/current_csv/xep_hang_canh_bao_toan_quoc.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
attraction_ticket_catalog,attraction ticket catalog,repo SEA,datasets/gold/current_parquet/attraction_ticket_catalog.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
de_xuat_hieu_qua_kinh_te,de xuat hieu qua kinh te,repo SEA,datasets/gold/current_parquet/de_xuat_hieu_qua_kinh_te.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
economic_action_recommendations,economic action recommendations,repo SEA,datasets/gold/current_parquet/economic_action_recommendations.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
flight_price_signal,flight price signal,repo SEA,datasets/gold/current_parquet/flight_price_signal.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
forecast_demand_scores,forecast demand scores,repo SEA,datasets/gold/current_parquet/forecast_demand_scores.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_price_pressure,hotel price pressure,repo SEA,datasets/gold/current_parquet/hotel_price_pressure.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kiem_dinh_proxy,kiem dinh proxy,repo SEA,datasets/gold/current_parquet/kiem_dinh_proxy.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_confidence_scores,kpi confidence scores,repo SEA,datasets/gold/current_parquet/kpi_confidence_scores.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog,kpi scale catalog,repo SEA,datasets/gold/current_parquet/kpi_scale_catalog.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi,local spending poi,repo SEA,datasets/gold/current_parquet/local_spending_poi.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts,national destination alerts,repo SEA,datasets/gold/current_parquet/national_destination_alerts.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations,news action recommendations,repo SEA,datasets/gold/current_parquet/news_action_recommendations.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events,news events,repo SEA,datasets/gold/current_parquet/news_events.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals,news risk signals,repo SEA,datasets/gold/current_parquet/news_risk_signals.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison,proxy vs nearrealtime comparison,repo SEA,datasets/gold/current_parquet/proxy_vs_nearrealtime_comparison.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features,redistribution features,repo SEA,datasets/gold/current_parquet/redistribution_features.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores,ticket pressure scores,repo SEA,datasets/gold/current_parquet/ticket_pressure_scores.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc,xep hang canh bao toan quoc,repo SEA,datasets/gold/current_parquet/xep_hang_canh_bao_toan_quoc.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
destination_health_scores,destination health scores,repo SEA,datasets/gold/destination_health_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
destination_readiness_scores,destination readiness scores,repo SEA,datasets/gold/destination_readiness_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
destination_readiness_scores,destination readiness scores,repo SEA,datasets/gold/destination_readiness_scores.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
economic_features,economic features,repo SEA,datasets/gold/economic_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
events_calendar,events calendar,repo SEA,datasets/gold/events_calendar.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
events_calendar,events calendar,repo SEA,datasets/gold/events_calendar.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_inventory_daily,hotel inventory daily,repo SEA,datasets/gold/hotel_inventory_daily.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_inventory_daily,hotel inventory daily,repo SEA,datasets/gold/hotel_inventory_daily.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_supply_by_source_province,hotel supply by source province,repo SEA,datasets/gold/hotel_supply_by_source_province.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_supply_by_source_province,hotel supply by source province,repo SEA,datasets/gold/hotel_supply_by_source_province.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
mvp_build_summary,mvp build summary,repo SEA,datasets/gold/mvp_build_summary.json,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
poi_capacity,poi capacity,repo SEA,datasets/gold/poi_capacity.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
poi_capacity,poi capacity,repo SEA,datasets/gold/poi_capacity.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
poi_master,poi master,repo SEA,datasets/gold/poi_master.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
poi_master,poi master,repo SEA,datasets/gold/poi_master.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features,redistribution features,repo SEA,datasets/gold/redistribution_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features,redistribution features,repo SEA,datasets/gold/redistribution_features.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
review_sentiment,review sentiment,repo SEA,datasets/gold/review_sentiment.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
review_sentiment,review sentiment,repo SEA,datasets/gold/review_sentiment.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
tourism_demand_monthly,tourism demand monthly,repo SEA,datasets/gold/tourism_demand_monthly.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
tourism_demand_monthly,tourism demand monthly,repo SEA,datasets/gold/tourism_demand_monthly.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
transport_flow_monthly,transport flow monthly,repo SEA,datasets/gold/transport_flow_monthly.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
transport_flow_monthly,transport flow monthly,repo SEA,datasets/gold/transport_flow_monthly.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_daily,weather daily,repo SEA,datasets/gold/weather_daily.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_daily,weather daily,repo SEA,datasets/gold/weather_daily.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_monthly_by_province,weather monthly by province,repo SEA,datasets/gold/weather_monthly_by_province.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_monthly_by_province,weather monthly by province,repo SEA,datasets/gold/weather_monthly_by_province.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_risk_features,weather risk features,repo SEA,datasets/gold/weather_risk_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
weather_risk_features,weather risk features,repo SEA,datasets/gold/weather_risk_features.parquet,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
crawler_log,crawler log,repo SEA,datasets/logs/crawler_log.csv,proxy,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
mvp_overpass_errors,mvp overpass errors,repo SEA,datasets/logs/mvp_overpass_errors.csv,proxy,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155802.601925Z0000,2026-05-18T155802.601925Z0000,repo SEA,datasets/raw/civil_aviation_authority_vietnam/aviation_passenger_news/2026-05-18T155802.601925Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155843.677790Z0000,2026-05-18T155843.677790Z0000,repo SEA,datasets/raw/civil_aviation_authority_vietnam/aviation_passenger_news/2026-05-18T155843.677790Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T160137.624684Z0000,2026-05-18T160137.624684Z0000,repo SEA,datasets/raw/civil_aviation_authority_vietnam/aviation_passenger_news/2026-05-18T160137.624684Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
cat_ba_20260519T161049Z,cat ba 20260519T161049Z,repo SEA,datasets/raw/geospatial/overpass/cat_ba_20260519T161049Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
cua_lo_20260519T160816Z,cua lo 20260519T160816Z,repo SEA,datasets/raw/geospatial/overpass/cua_lo_20260519T160816Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
cua_lo_20260519T161102Z,cua lo 20260519T161102Z,repo SEA,datasets/raw/geospatial/overpass/cua_lo_20260519T161102Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
da_nang_20260519T160702Z,da nang 20260519T160702Z,repo SEA,datasets/raw/geospatial/overpass/da_nang_20260519T160702Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
da_nang_20260519T160938Z,da nang 20260519T160938Z,repo SEA,datasets/raw/geospatial/overpass/da_nang_20260519T160938Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ha_long_20260519T161037Z,ha long 20260519T161037Z,repo SEA,datasets/raw/geospatial/overpass/ha_long_20260519T161037Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hoi_an_20260519T160711Z,hoi an 20260519T160711Z,repo SEA,datasets/raw/geospatial/overpass/hoi_an_20260519T160711Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hoi_an_20260519T160945Z,hoi an 20260519T160945Z,repo SEA,datasets/raw/geospatial/overpass/hoi_an_20260519T160945Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hue_20260519T160717Z,hue 20260519T160717Z,repo SEA,datasets/raw/geospatial/overpass/hue_20260519T160717Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hue_20260519T160950Z,hue 20260519T160950Z,repo SEA,datasets/raw/geospatial/overpass/hue_20260519T160950Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
mui_ne_20260519T160835Z,mui ne 20260519T160835Z,repo SEA,datasets/raw/geospatial/overpass/mui_ne_20260519T160835Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
mui_ne_20260519T161118Z,mui ne 20260519T161118Z,repo SEA,datasets/raw/geospatial/overpass/mui_ne_20260519T161118Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
quy_nhon_20260519T160722Z,quy nhon 20260519T160722Z,repo SEA,datasets/raw/geospatial/overpass/quy_nhon_20260519T160722Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
quy_nhon_20260519T160957Z,quy nhon 20260519T160957Z,repo SEA,datasets/raw/geospatial/overpass/quy_nhon_20260519T160957Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
sam_son_20260519T160807Z,sam son 20260519T160807Z,repo SEA,datasets/raw/geospatial/overpass/sam_son_20260519T160807Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
sam_son_20260519T161055Z,sam son 20260519T161055Z,repo SEA,datasets/raw/geospatial/overpass/sam_son_20260519T161055Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
vung_tau_20260519T160829Z,vung tau 20260519T160829Z,repo SEA,datasets/raw/geospatial/overpass/vung_tau_20260519T160829Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
vung_tau_20260519T161113Z,vung tau 20260519T161113Z,repo SEA,datasets/raw/geospatial/overpass/vung_tau_20260519T161113Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_can_tho_an_giang_20260519T161136Z,route can tho an giang 20260519T161136Z,repo SEA,datasets/raw/mobility/osrm/route_can_tho_an_giang_20260519T161136Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_can_tho_ben_tre_20260519T161137Z,route can tho ben tre 20260519T161137Z,repo SEA,datasets/raw/mobility/osrm/route_can_tho_ben_tre_20260519T161137Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_da_nang_hoi_an_20260519T161123Z,route da nang hoi an 20260519T161123Z,repo SEA,datasets/raw/mobility/osrm/route_da_nang_hoi_an_20260519T161123Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_da_nang_hue_20260519T161124Z,route da nang hue 20260519T161124Z,repo SEA,datasets/raw/mobility/osrm/route_da_nang_hue_20260519T161124Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_da_nang_ly_son_20260519T161138Z,route da nang ly son 20260519T161138Z,repo SEA,datasets/raw/mobility/osrm/route_da_nang_ly_son_20260519T161138Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_da_nang_quy_nhon_20260519T161126Z,route da nang quy nhon 20260519T161126Z,repo SEA,datasets/raw/mobility/osrm/route_da_nang_quy_nhon_20260519T161126Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ha_giang_moc_chau_20260519T161135Z,route ha giang moc chau 20260519T161135Z,repo SEA,datasets/raw/mobility/osrm/route_ha_giang_moc_chau_20260519T161135Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ha_long_cat_ba_20260519T161133Z,route ha long cat ba 20260519T161133Z,repo SEA,datasets/raw/mobility/osrm/route_ha_long_cat_ba_20260519T161133Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ha_noi_ha_long_20260519T161132Z,route ha noi ha long 20260519T161132Z,repo SEA,datasets/raw/mobility/osrm/route_ha_noi_ha_long_20260519T161132Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ha_noi_ninh_binh_20260519T161131Z,route ha noi ninh binh 20260519T161131Z,repo SEA,datasets/raw/mobility/osrm/route_ha_noi_ninh_binh_20260519T161131Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ha_noi_sa_pa_20260519T161134Z,route ha noi sa pa 20260519T161134Z,repo SEA,datasets/raw/mobility/osrm/route_ha_noi_sa_pa_20260519T161134Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ho_chi_minh_city_mui_ne_20260519T161130Z,route ho chi minh city mui ne 20260519T161130Z,repo SEA,datasets/raw/mobility/osrm/route_ho_chi_minh_city_mui_ne_20260519T161130Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_ho_chi_minh_city_vung_tau_20260519T161128Z,route ho chi minh city vung tau 20260519T161128Z,repo SEA,datasets/raw/mobility/osrm/route_ho_chi_minh_city_vung_tau_20260519T161128Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_hoi_an_hue_20260519T161127Z,route hoi an hue 20260519T161127Z,repo SEA,datasets/raw/mobility/osrm/route_hoi_an_hue_20260519T161127Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_nha_trang_mui_ne_20260519T161128Z,route nha trang mui ne 20260519T161128Z,repo SEA,datasets/raw/mobility/osrm/route_nha_trang_mui_ne_20260519T161128Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_phu_quoc_con_dao_20260519T161137Z,route phu quoc con dao 20260519T161137Z,repo SEA,datasets/raw/mobility/osrm/route_phu_quoc_con_dao_20260519T161137Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
route_sa_pa_ha_giang_20260519T161134Z,route sa pa ha giang 20260519T161134Z,repo SEA,datasets/raw/mobility/osrm/route_sa_pa_ha_giang_20260519T161134Z.json,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161820.734762Z0000,2026-05-18T161820.734762Z0000,repo SEA,datasets/raw/official_statistics/thongke.tourism.vn/2026-05-18T161820.734762Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161822.735771Z0000,2026-05-18T161822.735771Z0000,repo SEA,datasets/raw/official_statistics/thongke.tourism.vn/2026-05-18T161822.735771Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161823.833654Z0000,2026-05-18T161823.833654Z0000,repo SEA,datasets/raw/official_statistics/vietnamtourism.gov.vn/2026-05-18T161823.833654Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161825.001289Z0000,2026-05-18T161825.001289Z0000,repo SEA,datasets/raw/official_statistics/vietnamtourism.gov.vn/2026-05-18T161825.001289Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161830.547675Z0000,2026-05-18T161830.547675Z0000,repo SEA,datasets/raw/transport/caa.gov.vn/2026-05-18T161830.547675Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161832.036920Z0000,2026-05-18T161832.036920Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161832.036920Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161836.389988Z0000,2026-05-18T161836.389988Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161836.389988Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161837.761053Z0000,2026-05-18T161837.761053Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161837.761053Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161839.125161Z0000,2026-05-18T161839.125161Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161839.125161Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161840.486025Z0000,2026-05-18T161840.486025Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161840.486025Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161841.827203Z0000,2026-05-18T161841.827203Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161841.827203Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T161843.171478Z0000,2026-05-18T161843.171478Z0000,repo SEA,datasets/raw/transport/vietnamairport.vn/2026-05-18T161843.171478Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155759.904430Z0000,2026-05-18T155759.904430Z0000,repo SEA,datasets/raw/vietnam_tourism_news/monthly_international_arrival_articles/2026-05-18T155759.904430Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155840.915761Z0000,2026-05-18T155840.915761Z0000,repo SEA,datasets/raw/vietnam_tourism_news/monthly_international_arrival_articles/2026-05-18T155840.915761Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T160135.160294Z0000,2026-05-18T160135.160294Z0000,repo SEA,datasets/raw/vietnam_tourism_news/monthly_international_arrival_articles/2026-05-18T160135.160294Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155758.648598Z0000,2026-05-18T155758.648598Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/domestic_visitors_by_group/2026-05-18T155758.648598Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155839.599565Z0000,2026-05-18T155839.599565Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/domestic_visitors_by_group/2026-05-18T155839.599565Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T160133.911719Z0000,2026-05-18T160133.911719Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/domestic_visitors_by_group/2026-05-18T160133.911719Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155754.642715Z0000,2026-05-18T155754.642715Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/international_arrivals_by_market/2026-05-18T155754.642715Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155836.288062Z0000,2026-05-18T155836.288062Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/international_arrivals_by_market/2026-05-18T155836.288062Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T160130.817172Z0000,2026-05-18T160130.817172Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/international_arrivals_by_market/2026-05-18T160130.817172Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155757.402325Z0000,2026-05-18T155757.402325Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/international_arrivals_by_transport/2026-05-18T155757.402325Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
2026-05-18T155838.242556Z0000,2026-05-18T155838.242556Z0000,repo SEA,datasets/raw/vietnam_tourism_statistics/international_arrivals_by_transport/2026-05-18T155838.242556Z0000.html,real_data,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
